High,Low,Open,Close
136.61000061035156,133.13999938964844,136.25,133.89999389648438
135.47999572753906,131.80999755859378,133.42999267578122,134.69000244140622
134.72999572753906,131.64999389648438,134.60000610351562,132.25
132.32000732421878,128.80000305175778,132.00999450683594,130.0
133.67999267578122,129.02999877929688,130.55999755859378,133.52000427246094
132.80000305175778,129.21000671386722,132.6199951171875,130.30999755859378
129.82000732421878,126.5500030517578,128.99000549316406,127.3499984741211
129.71000671386722,125.75,127.9000015258789,129.11000061035156
130.3800048828125,126.4000015258789,129.13999938964844,127.3499984741211
129.64999389648438,127.05999755859376,129.17999267578122,127.13999938964844
128.0,124.33000183105469,126.30999755859376,127.61000061035156
129.19999694824222,125.08000183105469,127.12999725341795,125.77999877929688
128.14999389648438,125.0,127.26000213623048,126.62000274658205
127.66999816894531,120.76000213623048,125.5999984741211,121.43000030517578
122.27999877929688,118.12000274658205,122.0999984741211,120.30999755859376
122.9800033569336,119.05999755859376,120.55999755859376,119.4800033569336
123.33000183105469,118.8000030517578,121.02999877929688,122.75
127.1999969482422,122.8000030517578,124.43000030517578,126.02999877929688
131.85000610351562,124.13999938964844,129.77000427246094,125.41000366210938
124.86000061035156,113.81999969482422,123.18000030517578,118.87000274658205
118.9800033569336,114.4000015258789,118.79000091552734,118.12000274658205
119.61000061035156,116.55999755859376,117.12000274658205,119.0999984741211
120.33000183105469,115.73999786376952,118.63999938964844,115.94000244140624
117.6500015258789,114.0999984741211,115.87999725341795,117.38999938964844
121.0,116.55999755859376,119.37999725341795,116.83000183105469
119.08999633789062,117.0,118.1999969482422,118.02999877929688
118.61000061035156,116.0,118.0,117.36000061035156
120.41999816894531,116.5,117.20999908447266,120.08999633789062
119.94000244140624,117.5,118.98999786376952,119.66000366210938
120.5,117.18000030517578,120.05999755859376,117.52999877929688
117.12999725341795,115.5500030517578,117.06999969482422,116.30999755859376
118.51000213623048,114.81999969482422,115.83999633789062,118.08000183105469
119.08999633789062,117.0,117.91000366210938,117.5199966430664
118.97000122070312,116.18000030517578,117.37000274658205,118.01000213623048
119.25,116.51000213623048,118.01000213623048,117.23999786376952
119.8000030517578,117.1500015258789,117.95999908447266,119.72000122070312
118.33999633789062,115.8499984741211,118.16999816894531,118.1999969482422
119.43000030517578,117.0,117.87999725341795,118.4000015258789
124.66000366210938,117.52999877929688,118.6999969482422,124.54000091552734
127.3499984741211,124.8000030517578,125.01000213623048,125.52999877929688
126.94000244140624,124.43000030517578,125.4000015258789,125.88999938964844
128.85000610351562,125.56999969482422,125.9800033569336,128.52999877929688
129.44999694824222,127.06999969482422,129.1300048828125,128.91000366210938
130.85000610351562,127.70999908447266,128.30000305175778,130.11000061035156
130.80999755859378,127.97000122070312,129.58999633789062,128.82000732421878
131.16999816894528,128.47999572753906,129.11000061035156,130.50999450683594
133.6199951171875,130.36000061035156,130.44999694824222,133.58000183105472
134.19999694824222,131.17999267578122,134.19999694824222,131.82000732421878
132.0,128.6300048828125,131.69999694824222,131.1300048828125
132.28999328613278,130.5,131.24000549316406,131.78999328613278
132.69000244140622,131.22000122070312,132.41000366210938,131.33999633789062
132.85000610351562,130.44000244140622,131.02000427246094,132.75999450683594
133.71000671386722,129.66000366210938,133.71000671386722,130.35000610351562
130.96000671386722,128.63999938964844,130.19999694824222,130.47000122070312
130.94000244140622,128.07000732421878,130.88999938964844,129.25999450683594
129.39999389648438,127.1999969482422,128.63999938964844,128.03999328613278
136.91000366210938,128.03999328613278,129.13999938964844,134.72999572753906
136.99000549316406,133.75999450683594,134.89999389648438,135.05999755859378
136.6300048828125,134.33000183105472,135.3699951171875,135.1199951171875
138.19000244140622,135.36000061035156,135.74000549316406,136.58000183105472
136.80000305175778,134.47999572753906,136.0,135.77000427246094
136.50999450683594,131.17999267578122,135.80000305175778,131.80999755859378
133.74000549316406,130.77999877929688,132.85000610351562,131.49000549316406
136.0,131.17999267578122,131.22999572753906,135.55999755859378
136.08000183105472,133.86000061035156,135.96000671386722,134.8699951171875
141.25,134.71000671386722,134.71000671386722,140.9600067138672
141.3300018310547,139.07000732421878,140.72000122070312,140.05999755859378
142.91000366210938,139.67999267578122,140.0,141.1999969482422
141.97999572753906,139.1199951171875,141.22999572753906,140.16000366210938
144.5,139.19999694824222,140.33999633789062,144.27999877929688
147.08999633789062,144.0,144.5500030517578,145.82000732421875
147.1699981689453,141.4499969482422,144.8800048828125,142.1699981689453
143.6699981689453,139.1300048828125,142.35000610351562,142.42999267578125
144.63999938964844,142.10000610351562,143.8300018310547,144.1999969482422
149.0,143.52000427246094,145.1699981689453,146.42999267578125
151.08999633789062,145.8800048828125,147.00999450683594,150.08999633789062
149.08999633789062,142.4199981689453,145.3800048828125,143.6300048828125
147.72999572753906,142.89999389648438,143.1999969482422,147.11000061035156
146.44000244140625,141.11000061035156,145.5500030517578,142.02000427246094
142.75,138.69000244140622,142.58999633789062,139.35000610351562
142.4499969482422,139.78999328613278,140.08999633789062,141.72999572753906
141.39999389648438,136.91000366210938,141.39999389648438,137.10000610351562
139.44000244140622,136.11000061035156,137.19999694824222,137.49000549316406
135.80999755859378,128.3800048828125,135.6199951171875,129.83000183105472
131.61000061035156,127.5500030517578,128.0,130.92999267578122
132.33000183105472,120.5999984741211,130.0,128.71000671386722
131.17999267578122,123.76000213623048,127.97000122070312,124.9800033569336
132.21000671386722,129.25999450683594,129.72999572753906,131.28999328613278
133.08000183105472,128.47000122070312,129.94999694824222,130.46000671386722
134.1300048828125,129.67999267578122,131.41000366210938,133.8699951171875
136.99000549316406,131.0,133.92999267578122,131.47000122070312
131.0,126.76000213623048,130.36000061035156,128.52999877929688
129.94999694824222,125.8000030517578,128.24000549316406,128.91000366210938
131.25,125.51000213623048,130.13999938964844,126.27999877929688
127.93000030517578,123.8000030517578,125.51000213623048,124.58999633789062
125.0,118.77999877929688,122.63999938964844,119.70999908447266
124.97000122070312,117.5199966430664,117.9000015258789,122.72000122070312
124.5,120.6500015258789,122.56999969482422,122.12000274658205
125.19000244140624,118.5,118.54000091552734,124.86000061035156
125.79000091552734,122.3000030517578,125.0500030517578,123.20999908447266
126.8499984741211,120.5999984741211,124.9800033569336,126.6999969482422
127.5999984741211,124.01000213623048,126.06999969482422,125.45999908447266
126.56999969482422,123.0199966430664,124.97000122070312,123.23999786376952
126.43000030517578,121.6500015258789,124.0199966430664,126.30999755859376
129.14999389648438,124.8499984741211,126.25,128.75999450683594
128.19999694824222,122.18000030517578,126.33000183105469,122.7699966430664
126.61000061035156,121.66999816894531,125.83999633789062,122.01000213623048
122.0,115.8000030517578,122.0,118.83999633789062
121.47000122070312,117.36000061035156,120.30999755859376,117.91000366210938
123.5,119.1999969482422,120.0,123.20999908447266
123.52999877929688,120.29000091552734,121.38999938964844,123.02999877929688
125.6999969482422,123.5,124.23999786376952,123.83000183105469
126.91999816894531,122.5,123.1999969482422,126.83999633789062
127.9800033569336,125.36000061035156,125.38999938964844,126.9000015258789
127.8000030517578,124.69000244140624,126.73999786376952,125.88999938964844
127.4800033569336,125.06999969482422,126.4800033569336,125.83000183105469
127.4800033569336,121.41000366210938,126.79000091552734,122.5500030517578
125.2300033569336,121.5500030517578,122.6500015258789,122.30999755859376
123.22000122070312,120.04000091552734,122.11000061035156,121.4499969482422
120.8499984741211,116.8000030517578,120.61000061035156,118.33000183105469
121.76000213623048,117.62999725341795,118.13999938964844,121.0
120.04000091552734,117.0999984741211,118.8499984741211,117.8000030517578
116.4800033569336,106.01000213623048,116.26000213623048,108.61000061035156
112.68000030517578,108.11000061035156,108.58000183105469,109.26000213623048
111.69000244140624,106.6999969482422,108.9000015258789,110.95999908447266
111.29000091552734,108.55999755859376,110.91999816894531,109.13999938964844
112.52999877929688,109.0,110.6500015258789,110.05999755859376
113.62999725341795,109.80999755859376,109.83999633789062,113.43000030517578
117.4800033569336,114.06999969482422,115.0199966430664,116.22000122070312
117.4000015258789,114.6500015258789,116.5500030517578,117.26000213623048
119.6999969482422,117.31999969482422,117.80999755859376,119.51000213623048
124.87999725341795,120.3000030517578,120.69000244140624,123.6500015258789
123.75,121.47000122070312,123.02999877929688,123.3000030517578
122.4800033569336,119.26000213623048,120.12999725341795,122.05999755859376
121.91999816894531,118.01000213623048,121.27999877929688,118.48999786376952
120.73999786376952,117.0,118.37999725341795,119.94000244140624
120.70999908447266,117.51000213623048,120.61000061035156,120.0999984741211
121.25,117.26000213623048,120.62000274658205,117.43000030517578
120.87000274658205,118.0199966430664,118.70999908447266,120.06999969482422
